host_since,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,availability_90,Commercial,resp_rate
2012,4,1,1,1,NA,99,NA,3600,NA,99,1,1125,0,Yes,99
2014,2,1,1,1,NA,85,NA,NA,100,NA,2,1125,0,No,NA
2011,4,1,1,2,NA,185,NA,NA,250,50,2,365,70,No,100
2014,3,1,1,1,NA,250,NA,NA,NA,50,1,7,78,No,100
2014,4,1,1,2,NA,280,NA,NA,NA,NA,3,1125,34,No,89
2014,2,1,1,1,NA,85,NA,NA,0,20,1,10,2,No,100
2011,1,1,1,1,NA,125,NA,NA,NA,25,2,9,0,No,NA
2010,4,1,1,2,NA,400,NA,NA,NA,NA,3,1125,0,No,NA
2013,2,1,2,1,NA,200,1575,NA,300,75,2,30,5,No,100
2014,3,1,1,1,NA,160,NA,NA,NA,NA,3,365,0,No,NA
2014,2,1,1,1,NA,65,NA,NA,NA,10,3,7,8,No,80
2013,4,1,1,2,NA,250,NA,NA,NA,60,1,1125,27,No,100
2010,3,1,0,2,NA,99,NA,NA,NA,NA,1,30,11,No,98
2012,5,2,2,4,NA,290,1700,5000,500,140,2,400,19,Yes,100
2014,4,1,2,3,NA,100,NA,NA,NA,30,5,1125,0,No,43
2013,2,1,1,1,NA,65,450,1300,500,NA,3,1124,31,Yes,100
2014,2,1,1,1,NA,149,1200,4000,100,50,2,1125,42,No,100
2014,2,1.5,1,1,NA,75,NA,NA,100,20,1,90,23,No,100
2014,2,1,1,1,NA,50,NA,NA,NA,10,6,365,0,No,100
2013,2,1,1,1,NA,65,550,1450,500,NA,3,1124,32,Yes,100
2013,3,1,1,2,NA,239,NA,5670,NA,100,28,1125,0,Yes,97
2014,2,1,0,1,NA,70,NA,NA,500,55,10,15,0,No,NA
2014,3,1,1,2,NA,175,1000,3000,NA,65,5,1125,26,No,100
2012,2,2,1,1,NA,85,NA,NA,NA,10,1,1125,0,No,100
2010,1,1,1,1,NA,140,825,NA,0,24,1,90,73,Yes,100
2011,1,1,1,1,NA,78,NA,NA,300,30,2,40,72,No,100
2013,4,2,2,2,NA,185,NA,NA,NA,75,7,1125,0,No,NA
2013,7,2,3,3,NA,695,NA,NA,650,175,2,75,60,Yes,100
2014,8,1.5,4,5,NA,249,NA,NA,500,75,2,365,15,No,100
2014,10,3.5,3,5,NA,500,2395,8795,500,200,3,1125,86,Yes,100
2014,2,1,1,1,NA,275,NA,NA,NA,NA,2,28,0,No,NA
2014,2,1,1,2,NA,249,1895,5895,300,195,30,365,77,No,100
2014,2,1,0,1,NA,50,NA,NA,100,25,1,14,77,Yes,100
2014,8,2,3,5,NA,135,1279,4515,200,75,1,14,71,Yes,100
2014,3,1,1,3,NA,60,480,1200,100,25,1,14,73,Yes,100
2014,3,1,1,2,NA,125,750,NA,NA,NA,3,1125,1,No,100
2014,2,1,1,1,NA,185,NA,NA,500,NA,60,1125,90,Yes,30
2013,2,1,1,2,NA,99,NA,NA,NA,NA,10,15,12,No,NA
2014,1,1,1,1,NA,75,530,1600,0,50,5,1125,0,No,100
2014,3,1,1,2,NA,50,500,NA,NA,15,1,8,60,No,100
2014,1,0.5,1,1,NA,60,500,1500,100,70,1,1125,0,Yes,100
2012,3,1,0,1,NA,175,375,1323,200,50,2,1125,6,Yes,99
2014,2,1,1,1,NA,60,420,NA,NA,NA,2,90,0,No,NA
2012,2,1,1,1,NA,125,900,3100,NA,45,1,99999999,16,Yes,100
2014,6,1,2,2,NA,91,225,850,0,20,15,1124,75,Yes,90
2013,2,1,1,1,NA,80,NA,NA,1200,0,3,500,1,No,100
2013,3,1.5,1,2,NA,115,700,2150,100,50,3,28,62,No,100
2009,2,1,1,1,NA,259,NA,5695,0,75,2,1825,88,Yes,76
2012,5,1.5,2,2,NA,350,NA,NA,300,120,1,1125,0,No,NA
2014,1,1,1,1,NA,65,410,1400,500,50,30,1124,12,Yes,100
2014,3,1,1,1,NA,125,NA,NA,250,45,3,180,54,No,67
2014,2,1,1,1,NA,65,475,1700,100,49,2,60,74,Yes,97
2013,5,2,2,2,NA,298,NA,NA,NA,100,3,1125,64,Yes,97
2013,4,1,1,2,NA,120,840,2530,NA,20,2,1125,45,Yes,98
2013,2,2.5,1,1,NA,70,450,1800,0,10,2,1125,44,Yes,98
2014,2,1,1,1,NA,95,650,NA,0,0,3,1125,25,No,100
2011,2,1,1,1,NA,192,1200,5500,125,35,7,60,27,No,100
2013,5,2,2,3,NA,298,NA,8070,NA,100,3,1125,89,Yes,97
2014,2,1,1,1,NA,75,NA,NA,NA,50,1,30,0,No,NA
2013,5,1,2,1,NA,370,425,1145,150,50,1,1125,3,No,100
2012,6,1,2,2,NA,175,1500,5040,500,200,90,1125,90,No,100
2014,2,1,1,1,NA,95,NA,NA,350,30,2,1124,61,Yes,96
2014,2,1,1,1,NA,189,NA,NA,NA,NA,1,7,0,No,NA
2013,2,1,1,1,NA,275,1750,NA,200,80,3,365,37,No,100
2014,2,2,1,2,NA,59,369,1419,300,19,1,360,0,No,NA
2014,2,1,0,1,NA,119,NA,NA,0,25,2,29,46,No,90
2013,3,1,1,1,NA,550,NA,NA,NA,60,2,1125,0,No,NA
2014,5,2.5,3,3,NA,700,4000,NA,1000,0,3,1125,6,No,100
2014,1,1,1,1,NA,63,420,1600,100,50,4,60,56,Yes,97
2011,3,1,1,3,NA,155,750,NA,NA,50,3,1125,75,No,100
2014,2,1,0,1,NA,220,NA,5000,350,85,1,1125,0,No,NA
2014,3,1,1,2,NA,249,1400,4500,0,60,3,1125,42,No,100
2014,2,1,1,1,NA,160,NA,NA,0,20,2,1125,0,No,NA
2013,8,1,3,4,NA,260,1700,NA,NA,NA,2,1125,0,No,100
2014,4,1,1,2,NA,248,NA,NA,NA,65,2,365,0,No,NA
2011,4,2,2,2,NA,249,1250,NA,200,75,2,1500,0,No,NA
2014,2,1,1,1,NA,98,NA,NA,NA,NA,3,1125,0,No,100
2013,3,1,1,1,NA,288,1528,5568,200,79,2,90,22,No,100
2014,4,1,1,2,NA,119,750,NA,NA,NA,1,1125,0,No,NA
2014,2,1,1,1,NA,42,350,1300,NA,20,3,16,67,No,89
2010,6,1,3,3,NA,190,1200,3500,250,125,2,365,83,Yes,99
2014,2,1,1,1,NA,100,NA,NA,NA,NA,1,1125,0,No,NA
2014,1,2.5,1,1,NA,50,300,900,0,0,2,1125,0,No,100
2013,4,1,3,3,NA,120,NA,NA,0,75,12,500,7,No,100
2014,2,1,1,1,NA,265,NA,6500,0,75,3,1125,0,No,100
2013,5,3,4,4,NA,325,1700,NA,300,90,3,1125,2,No,100
2012,3,1,1,2,NA,206,1690,5960,NA,95,2,1125,8,Yes,100
2014,2,1,0,1,NA,97,NA,NA,0,25,2,29,44,No,90
2014,4,1,1,2,NA,159,1300,5000,NA,20,2,1125,45,Yes,100
2014,2,1,1,1,NA,100,NA,850,NA,25,1,3,87,No,NA
2014,2,1,1,1,NA,96,643,2294,NA,35,1,1125,37,No,96
2012,6,1,2,2,NA,125,400,1400,0,60,1,100,12,No,100
2014,2,1,1,1,NA,150,1000,3000,NA,NA,1,5,0,No,100
2013,4,2,1,6,NA,68,NA,NA,100,20,1,5,0,Yes,100
2012,4,1,2,2,NA,180,NA,4250,150,80,1,33,0,Yes,100
2011,3,1,2,2,NA,80,500,1600,1000,60,90,365,9,No,100
2014,1,1,1,1,NA,88,NA,NA,NA,NA,5,92,3,No,100
2014,2,1,0,1,NA,100,750,2000,200,50,1,1125,1,No,69
2013,4,1,1,1,NA,150,NA,NA,NA,NA,1,1125,0,No,NA
2014,2,1.5,1,1,NA,95,NA,2750,NA,25,2,1125,55,No,100
2012,7,3,4,5,NA,500,2800,NA,1000,125,1,1124,34,No,100
2014,1,1,1,1,NA,72,510,1800,500,25,3,1125,48,No,100
2014,1,1,1,1,NA,55,350,1100,100,49,4,60,74,Yes,97
2014,2,1,0,1,NA,179,NA,NA,250,90,2,180,47,No,97
2013,2,2,3,1,NA,47,482,1701,0,0,1,1125,6,Yes,98
2014,4,1,1,2,NA,110,NA,NA,NA,NA,5,1125,0,No,NA
2014,6,1,2,3,NA,500,NA,NA,1000,100,3,30,23,No,100
2010,2,1,1,1,NA,210,1500,NA,NA,25,2,21,19,No,100
2014,1,1,1,1,NA,55,365,1100,100,49,3,60,61,Yes,97
2013,4,1,3,3,NA,325,NA,7000,NA,90,1,1125,6,No,6
2014,6,1,3,3,NA,500,NA,NA,259,100,3,1125,89,Yes,90
2014,4,1,1,2,NA,225,1475,NA,150,50,1,27,9,No,100
2013,3,1,1,2,NA,213,NA,6270,NA,100,3,1125,63,Yes,97
2012,2,1,1,1,NA,130,780,2400,300,70,2,1125,34,No,100
2013,3,1,1,2,NA,213,NA,6270,NA,100,3,1125,35,Yes,97
2014,2,1,1,1,NA,259,NA,NA,0,100,2,1125,0,Yes,83
2009,6,1,2,2,NA,113,571,1978,190,61,7,1125,0,No,100
2014,2,1,1,1,NA,85,NA,NA,100,28,1,12,24,No,100
2014,1,1,1,1,NA,35,NA,NA,100,18,1,11,50,No,100
2013,6,1,2,3,NA,144,600,NA,200,40,3,15,2,No,100
2012,2,1,1,1,NA,85,NA,NA,0,20,1,1125,25,No,100
2014,4,2.5,1,3,NA,52,420,1400,100,25,1,14,79,Yes,100
2014,3,2.5,1,2,NA,58,400,1300,100,25,1,14,67,Yes,100
2014,2,2.5,1,1,NA,54,380,1200,100,25,1,14,82,Yes,100
2014,4,2.5,1,3,NA,48,450,1400,100,25,1,14,64,Yes,100
2014,4,2.5,1,3,NA,58,420,1400,0,25,1,14,82,Yes,100
2014,3,2,1,2,NA,58,420,1400,100,25,1,14,74,Yes,100
2014,2,2,1,1,NA,52,380,1400,100,25,1,7,80,Yes,100
2014,3,2,1,2,NA,58,NA,NA,100,25,1,7,78,Yes,100
2013,2,1.5,1,1,NA,85,500,1000,0,15,2,1125,21,No,100
2013,5,1,2,2,NA,229,1609,5700,200,75,2,1124,18,No,100
2013,3,1,1,1,NA,195,NA,NA,450,80,2,75,43,Yes,100
2011,2,1,1,1,NA,50,NA,NA,NA,NA,1,10,0,Yes,NA
2011,2,1,1,2,NA,50,NA,NA,NA,NA,1,10,0,Yes,NA
2014,2,2,1,1,NA,155,NA,4300,4300,150,90,1125,45,No,100
2013,2,1,1,1,NA,120,NA,NA,NA,NA,2,1125,35,No,92
2014,2,1,1,1,NA,60,NA,NA,200,15,1,1125,0,Yes,97
2014,1,1,0,1,NA,139,NA,NA,NA,10,2,29,32,No,90
2011,2,1,1,1,NA,50,NA,NA,NA,NA,1,10,0,Yes,NA
2013,5,2,2,3,NA,298,NA,8070,NA,100,3,1125,89,Yes,97
2013,3,1,1,2,NA,231,NA,6270,NA,100,3,1125,90,Yes,97
2014,4,1,2,3,NA,375,NA,NA,2500,95,2,300,77,No,100
2014,5,2,2,2,NA,500,NA,NA,NA,NA,1,1125,0,No,100
2014,2,1,1,1,NA,289,NA,NA,0,100,3,1125,73,Yes,65
2014,4,1,1,1,NA,250,1000,3000,200,100,2,7,0,No,NA
2012,2,2,1,1,NA,85,NA,NA,NA,10,1,1125,0,No,100
2014,2,1,1,1,NA,229,NA,NA,0,100,4,1125,52,Yes,65
2014,8,1.5,3,3,NA,265,NA,NA,425,69,1,29,21,Yes,100
2014,2,1,1,1,NA,125,750,NA,200,30,3,1125,25,No,100
2013,1,1,1,1,NA,119,NA,NA,0,25,1,1125,50,No,100
2013,3,1,1,1,NA,213,NA,6270,NA,100,3,1125,63,Yes,97
2014,1,1,0,1,NA,125,NA,NA,NA,50,1,3,0,No,NA
2014,2,1,1,1,NA,218,NA,NA,0,100,4,1125,86,Yes,65
2011,8,2.5,3,3,NA,200,NA,NA,500,175,3,1125,32,No,100
2013,5,1,2,3,NA,293,NA,8070,NA,100,3,1125,90,Yes,97
2013,3,1,1,2,NA,239,NA,5670,NA,100,28,1125,0,Yes,97
2013,5,1,2,3,NA,293,NA,8070,NA,100,3,1125,90,Yes,97
2012,2,1,1,1,NA,225,1000,NA,100,30,2,365,0,No,NA
2013,2,1,1,1,NA,110,530,NA,NA,30,2,15,35,No,100
2014,8,4,4,4,NA,499,3000,NA,200,125,2,1125,39,No,50
2010,1,1,1,1,NA,80,NA,NA,NA,20,2,1125,0,No,100
2012,1,1,1,1,NA,65,475,900,500,45,7,30,73,No,100
2014,2,1,1,1,NA,99,400,1600,NA,NA,2,1125,57,No,100
2011,6,1.5,3,3,NA,235,NA,NA,500,130,2,1124,6,Yes,100
2013,5,2,2,3,NA,298,NA,8070,NA,100,3,1125,69,Yes,97
2012,4,1,2,2,NA,120,600,2000,0,0,3,1125,0,No,NA
2014,3,1,0,1,NA,220,1100,NA,125,85,1,30,11,Yes,100
2014,2,1,1,1,NA,90,NA,NA,NA,5,1,15,0,No,100
2012,6,1,3,3,NA,99,NA,NA,NA,99,1,1125,19,Yes,99
2013,4,1,2,3,NA,89,575,NA,100,50,3,60,66,No,94
2013,2,1,1,2,NA,75,NA,NA,NA,NA,1,7,60,No,100
2010,2,1,1,1,NA,98,NA,NA,0,50,2,90,19,No,89
2014,4,1,1,1,NA,232,1799,4999,NA,100,4,1125,74,Yes,100
2014,4,1,2,2,NA,250,NA,NA,NA,NA,1,1125,0,No,NA
2014,2,1,1,1,NA,80,NA,NA,NA,NA,2,7,29,No,100
2014,2,1,1,1,NA,91,NA,NA,350,30,2,1120,67,Yes,96
2012,2,1,1,1,NA,200,482,1701,200,50,2,1125,3,Yes,99
2013,4,1,0,1,NA,175,NA,NA,0,125,1,1125,52,Yes,97
2014,2,1,1,1,NA,175,NA,NA,500,100,1,6,0,No,NA
2014,2,1,0,1,NA,90,NA,NA,NA,NA,1,1125,0,No,NA
2014,5,2.5,3,3,NA,280,1500,NA,500,100,3,1125,1,No,100
2014,2,1,1,1,NA,115,1225,NA,0,50,2,1125,49,Yes,100
2012,4,1,1,1,NA,159,NA,NA,500,75,1,100,16,No,100
2014,2,1.5,1,1,NA,150,660,2000,1000,50,5,999,89,No,100
2014,1,1,1,1,NA,80,450,1500,500,100,5,9999,89,No,100
2012,2,1,1,1,NA,71,440,NA,200,35,2,120,61,No,100
2014,3,2,2,2,NA,85,500,1800,2000,200,90,365,0,No,100
2014,2,2,1,1,NA,150,NA,NA,NA,NA,1,1125,0,No,NA
2012,2,1,0,1,NA,110,750,2600,1000,175,30,365,90,Yes,100
2013,7,1,2,3,NA,200,NA,NA,NA,125,1,1125,37,Yes,97
2013,4,1,1,2,NA,175,NA,NA,NA,125,1,1125,39,Yes,97
2014,1,1,1,1,NA,195,NA,NA,NA,NA,1,1125,0,No,NA
2014,3,1,1,1,NA,259,NA,NA,200,50,3,1125,0,No,NA
2014,2,1,0,2,NA,175,NA,NA,500,25,1,7,4,No,100
2014,8,2,4,4,NA,399,NA,NA,100,120,2,1125,3,No,100
2014,3,1,1,1,NA,200,NA,NA,400,35,2,7,0,No,100
2013,5,2,3,4,NA,120,700,2500,2000,150,28,220,0,No,100
2013,4,1,2,2,NA,160,800,2700,NA,NA,1,1125,0,No,NA
2012,4,1.5,2,2,NA,249,1500,5500,NA,175,7,45,0,No,100
2014,1,1,1,1,NA,49,400,1100,100,49,3,60,58,Yes,97
2013,5,2,2,3,NA,312,NA,6870,NA,100,3,1125,85,Yes,97
2013,5,1,2,3,NA,293,NA,8070,NA,100,3,1125,90,Yes,97
2012,2,1,1,1,NA,89,NA,NA,NA,100,2,1125,69,Yes,100
2014,2,1,1,1,NA,99,NA,NA,100,25,2,14,84,No,50
2014,1,1,1,1,NA,92,NA,NA,350,30,2,1124,71,Yes,96
2014,1,1.5,1,1,NA,50,300,900,0,0,2,1125,74,No,100
2014,2,1,0,1,NA,150,1000,NA,NA,65,7,1125,57,Yes,100
2014,2,1,0,1,NA,150,NA,NA,0,65,2,1125,72,Yes,100
2014,2,1,0,1,NA,150,NA,NA,NA,85,1,1125,49,Yes,100
2013,5,2,2,3,NA,289,NA,6750,NA,100,10,1125,0,Yes,97
2014,5,1,1,1,NA,105,700,2500,200,NA,3,90,90,No,NA
2014,2,1,0,1,NA,229,NA,NA,0,100,4,1125,11,Yes,65
2013,3,1,1,2,NA,209,NA,5850,NA,100,10,1125,0,Yes,97
2013,5,1,2,3,NA,293,2793,11970,NA,100,3,1125,90,Yes,97
2014,2,1,0,1,NA,150,1000,NA,0,65,2,1124,50,Yes,100
2014,2,1,0,1,NA,259,NA,NA,0,100,4,1125,23,Yes,65
2013,3,1,1,2,NA,239,NA,5670,NA,100,28,1125,0,Yes,97
2014,6,2,2,3,NA,249,NA,NA,0,50,2,365,13,No,100
2013,11,3.5,5,5,NA,500,NA,NA,500,175,3,1125,50,No,100
2014,6,2,4,6,NA,500,3495,9395,500,200,3,1125,78,Yes,100
2014,2,1,1,1,NA,38,NA,NA,NA,NA,1,5,66,No,100
2014,2,1,0,1,NA,219,NA,NA,0,100,4,1125,37,Yes,65
2013,3,1,1,1,NA,190,1300,NA,NA,20,2,1125,0,No,NA
2014,3,1,1,1,NA,125,1400,5500,NA,60,2,30,0,No,100
2013,3,1,1,1,NA,125,NA,5500,250,70,1,1125,37,Yes,100
2014,1,1,1,1,NA,63,NA,NA,350,30,2,1124,64,Yes,96
2009,8,1.5,3,4,NA,269,NA,NA,NA,95,3,90,44,Yes,100
2013,5,2,2,3,NA,298,NA,8070,NA,100,3,1125,89,Yes,97
2013,2,1,1,1,NA,130,NA,3400,400,225,90,1123,22,Yes,100
2014,2,1,0,1,NA,130,NA,NA,300,30,2,1120,67,Yes,96
2013,6,1,2,3,NA,159,NA,NA,0,95,2,365,32,Yes,100
2013,6,1,2,3,NA,159,NA,NA,0,95,2,365,38,Yes,100
2013,5,1,2,3,NA,189,NA,NA,0,95,2,365,41,Yes,100
2014,6,2,2,3,NA,300,1500,NA,200,125,1,30,37,Yes,100
2013,4,1,1,2,NA,85,NA,NA,100,40,2,1125,65,Yes,100
2012,2,1,1,1,NA,135,900,3500,500,125,60,1124,0,Yes,100
2014,9,2,4,4,NA,195,1300,4400,NA,50,2,1125,33,No,100
2014,6,1.5,2,2,NA,199,NA,NA,200,50,1,14,0,No,NA
2014,1,1,1,1,NA,90,600,NA,NA,NA,2,7,52,No,100
2014,4,1.5,1,2,NA,190,1199,3199,350,60,28,1124,20,Yes,100
2014,4,2,2,3,NA,310,2000,7600,1000,150,14,1125,69,Yes,100
2012,2,1,1,1,NA,113,1155,3090,1500,175,30,365,14,Yes,100
2011,2,1,1,1,NA,100,800,NA,NA,20,1,20,0,No,NA
2013,8,1,2,7,NA,250,NA,NA,NA,100,1,1125,46,No,100
2014,2,1,0,1,NA,150,NA,NA,0,65,2,1125,64,Yes,100
2013,2,1,1,1,NA,100,500,1000,400,20,3,1125,0,No,NA
2014,3,1,1,2,NA,200,NA,NA,NA,NA,1,1125,0,No,NA
2014,1,1,1,1,NA,50,NA,1500,NA,NA,28,1125,1,No,100
2014,4,1.5,2,2,NA,305,NA,NA,100,100,3,365,44,No,89
2014,2,1.5,1,1,NA,84,NA,NA,150,15,1,1125,63,No,100
2013,2,1,1,1,NA,110,550,1500,NA,NA,2,1125,0,No,NA
2012,2,1,1,1,NA,197,NA,NA,NA,49,2,11,0,No,NA
2014,3,1,1,2,NA,250,1100,2800,500,100,1,1125,0,No,NA
2014,12,2,4,7,NA,450,NA,NA,500,250,3,1125,38,No,100
2014,2,1,1,1,NA,65,350,1100,300,0,2,1125,0,No,100
2012,3,1.5,1,1,NA,103,613,2200,200,60,1,1125,0,No,NA
2012,4,1,2,2,NA,120,NA,NA,0,100,2,1125,61,Yes,100
2014,7,2,2,3,NA,130,900,2800,100,150,1,1125,54,No,90
2014,2,2,1,1,NA,41,NA,NA,0,30,5,1125,0,Yes,89
2013,2,1,1,1,NA,120,NA,NA,NA,NA,1,1125,11,No,6
2014,1,1,1,1,NA,72,NA,1000,NA,NA,7,1125,54,Yes,90
2014,2,1,1,1,NA,65,350,1100,300,0,3,1125,0,No,100
2014,2,1,1,1,NA,75,350,1200,200,20,2,60,17,No,100
2014,1,1,1,1,NA,50,200,850,NA,NA,2,1125,0,No,100
2012,4,1,1,2,NA,200,1000,NA,NA,30,1,1125,0,No,NA
2014,2,1.5,0,1,NA,200,1190,NA,NA,35,1,1125,0,No,NA
2014,2,1,0,1,NA,80,NA,NA,NA,40,3,1125,10,No,97
2014,5,2,3,4,NA,205,975,NA,NA,50,5,1125,0,No,100
2013,4,1,1,2,NA,109,650,NA,250,30,5,1125,0,No,NA
2011,3,1,1,1,NA,250,1750,5500,1000,150,6,180,0,No,0
2014,2,1,1,1,NA,65,250,850,NA,10,1,1125,0,No,NA
2014,2,1,1,1,NA,35,NA,1900,100,50,1,30,44,No,100
2013,2,1.5,1,1,NA,60,399,NA,NA,NA,2,1125,70,No,100
2011,5,1,2,2,NA,255,1148,NA,NA,125,2,14,0,No,100
2011,2,1,0,1,NA,175,NA,NA,500,105,30,1124,53,Yes,99
2013,2,1.5,1,1,NA,130,800,NA,100,NA,2,1125,26,No,100
2013,2,2.5,1,1,NA,122,580,NA,100,NA,2,1125,16,No,100
2014,2,1,0,1,NA,150,950,NA,NA,50,2,7,0,No,NA
2013,9,1,3,6,NA,264,700,3000,250,110,1,1125,46,Yes,100
2012,1,1,1,1,NA,100,700,NA,NA,NA,1,1125,0,No,NA
2014,3,1,0,4,NA,99,730,2600,0,95,2,1124,14,No,100
2014,3,1,1,2,NA,195,1250,4900,0,0,25,1125,43,Yes,100
2013,15,2.5,3,7,NA,200,NA,NA,500,150,1,1125,73,Yes,96
2012,2,1,0,1,NA,175,649,2289,200,50,2,1125,6,Yes,99
2014,2,1,1,1,NA,150,NA,NA,100,20,2,29,45,No,93
2014,4,1,1,3,NA,150,869,3066,100,50,2,366,22,No,100
2014,6,1,2,2,NA,168,1000,3528,200,120,3,21,15,No,100
2015,4,2,2,2,NA,400,NA,NA,NA,120,2,1125,48,No,100
2014,2,1,2,1,NA,250,1000,3000,200,NA,2,1125,0,No,NA
2014,3,1,2,2,NA,200,1260,NA,100,50,2,1125,8,No,91
2015,2,2.5,1,1,NA,200,1200,NA,NA,125,5,1125,0,No,NA
2014,4,1.5,2,2,NA,300,NA,NA,500,80,2,1125,39,No,100
2015,5,1,3,4,NA,175,NA,NA,350,50,2,1125,26,No,100
2013,4,1.5,2,2,NA,88,NA,NA,100,0,1,50,54,No,100
2015,2,2,1,1,NA,53,286,1008,NA,30,2,1125,63,No,100
2010,2,1,1,1,NA,60,450,1500,0,25,3,90,25,No,89
2015,2,1,1,1,NA,76,450,1200,0,0,3,1125,68,Yes,93
2012,2,1,1,1,NA,153,1000,4400,160,45,2,21,0,No,100
2014,2,1,2,2,NA,147,1494,3250,350,NA,30,1125,5,Yes,100
2011,2,1,0,1,NA,175,NA,NA,500,105,30,1125,27,Yes,99
2011,2,1,0,1,NA,175,NA,NA,500,105,2,1125,76,Yes,99
2014,4,2,2,2,NA,500,3000,11000,500,115,2,365,55,Yes,100
2011,10,2.5,5,5,NA,250,NA,NA,500,125,5,1125,0,No,NA
2012,2,1,1,1,NA,120,750,2500,0,75,3,120,22,No,50
2014,2,1,1,1,NA,49,NA,NA,0,60,1,1125,40,Yes,100
2012,2,1,1,1,NA,134,NA,NA,NA,55,1,10,48,No,100
2015,8,1,2,4,NA,99,NA,NA,300,100,2,1125,39,Yes,100
2011,4,1,2,2,NA,180,1000,2100,95,85,2,31,14,No,100
2015,2,1,1,1,NA,150,NA,NA,NA,NA,1,1125,0,No,100
2014,2,1,1,1,NA,125,575,NA,NA,NA,3,1125,0,No,100
2014,5,1.5,2,3,NA,187,1248,4989,NA,70,5,11,0,No,100
2015,2,1,1,1,NA,285,1850,NA,NA,NA,2,7,0,No,100
2011,1,1,1,1,NA,75,560,2100,800,NA,75,1125,0,No,NA
2014,3,1,1,2,NA,80,500,1700,100,NA,4,45,0,No,100
2010,3,1.5,2,2,NA,245,3000,5880,250,175,14,120,9,Yes,99
2011,6,2,3,3,NA,300,NA,NA,500,130,2,1125,1,Yes,100
2015,2,2,1,2,NA,160,1000,3500,NA,NA,1,1125,0,No,NA
2012,2,1,0,1,NA,114,750,2600,1500,175,30,365,90,Yes,100
2015,2,1,1,1,NA,145,895,2495,NA,28,1,30,42,No,NA
2010,12,3.5,3,4,NA,350,2400,NA,NA,100,2,1125,14,No,100
2012,2,1,1,1,NA,190,NA,NA,500,55,2,1125,50,No,100
2014,1,1,1,1,NA,40,300,750,300,40,30,1125,90,Yes,99
2014,2,1,0,1,NA,75,475,1700,350,50,10,15,0,No,NA
2014,2,1,1,1,NA,69,524,1848,350,40,28,365,1,Yes,100
2015,6,1,3,4,NA,110,NA,NA,150,30,2,1125,24,No,100
2014,4,1,1,1,NA,249,NA,3300,300,100,3,300,18,No,NA
2014,2,1,1,1,NA,49,NA,NA,0,60,1,1125,54,Yes,100
2015,2,1,1,1,NA,100,1000,2000,200,NA,1,1125,0,No,NA
2013,3,1,2,2,NA,125,950,3000,NA,150,14,1125,48,No,100
2015,2,1,1,1,NA,175,NA,NA,NA,NA,1,2,0,No,NA
2015,2,1,1,1,NA,44,NA,NA,NA,NA,1,1125,0,No,NA
2013,5,2,2,3,NA,429,NA,NA,NA,119,2,1125,77,Yes,100
2013,5,2,2,3,NA,429,NA,NA,NA,119,2,1125,50,Yes,100
2014,4,1,2,2,NA,195,1200,3500,NA,45,2,1125,0,No,NA
2015,5,3.5,4,3,NA,175,NA,2800,500,100,14,1125,0,No,NA
2014,2,1,1,1,NA,240,NA,NA,NA,40,2,1125,0,No,NA
2015,1,1,1,1,NA,82,533,1550,100,25,1,60,65,No,100
2015,6,2,3,3,NA,285,NA,NA,NA,85,3,29,26,Yes,96
2015,4,1,0,2,NA,159,NA,NA,NA,55,3,60,25,Yes,96
2015,6,1,2,3,NA,250,NA,NA,NA,50,1,1125,0,No,NA
2013,3,1,1,1,NA,129,NA,2500,500,90,4,365,0,No,100
2015,6,1,2,3,NA,185,NA,NA,0,85,2,8,34,No,100
2015,2,1,1,1,NA,150,NA,NA,NA,25,1,1125,5,No,100
2013,4,2,2,2,NA,120,650,2200,200,NA,2,28,0,No,NA
2015,2,1,1,1,NA,225,NA,NA,NA,NA,3,6,0,No,NA
2015,2,1,1,1,NA,150,1000,NA,NA,25,2,1125,0,No,100
2014,4,1,1,2,NA,100,1000,4000,NA,NA,1,1125,0,No,46
2014,2,1,1,1,NA,46,210,1000,100,50,2,40,24,Yes,74
2015,6,1,2,2,NA,166,900,3100,100,75,1,1125,18,No,100
2014,2,1,0,1,NA,210,NA,NA,0,100,4,1125,4,Yes,65
2014,2,1,1,1,NA,110,684,2415,0,90,2,1125,12,No,100
2014,3,1,2,2,NA,200,1280,NA,100,50,2,5,53,No,100
2015,5,2.5,2,2,NA,450,2000,NA,NA,NA,2,1125,0,No,NA
2011,2,1,0,1,NA,175,NA,NA,500,75,30,1124,49,Yes,100
2011,2,1,0,1,NA,175,NA,NA,200,75,30,1124,40,Yes,100
2011,7,2,3,4,NA,300,NA,NA,500,140,2,1125,0,No,NA
2014,2,1,0,1,NA,125,NA,NA,400,25,1,1125,65,No,100
2014,3,1,1,2,NA,155,1070,4300,NA,NA,1,1125,0,No,NA
2015,7,2,4,4,NA,637,NA,NA,500,180,4,1125,41,No,100
2015,2,1,1,1,NA,295,NA,NA,NA,NA,5,1125,0,No,NA
2014,2,1,1,1,NA,81,350,1000,100,75,1,1125,2,Yes,74
2012,4,1,2,2,NA,148,NA,NA,300,75,1,1125,40,Yes,100
2011,2,1,0,1,NA,175,NA,NA,200,75,30,1124,69,Yes,100
2011,4,1,1,2,NA,167,NA,NA,500,105,2,1125,45,Yes,100
2014,2,1,0,1,NA,150,NA,NA,NA,65,2,1125,66,Yes,100
